# B1: the vocabulary in ordinary sentences, mostly indicative.
# Columns: id	spanish	english	level	topics	note	register	address	regions	passage	speaker	skills
#
# Leave the id off a new row — omit the column entirely, do not leave it empty:
# a leading tab shifts every field one place left.
#
# The companion to `sentences-b1-subjunctive.tsv`, and deliberately not more of
# it. A level is not a grammar point: a learner who only ever meets `contrato`
# inside `es necesario que…` has learned the construction and not the word. So
# these sentences carry the same B1 vocabulary in the plainest frames available,
# which is also what gives the recycling target somewhere to be met — a word
# needs four *different* contexts, and four subjunctive clauses are one context
# wearing four hats.
#
# Grouped by subject rather than by form, for the opposite reason to that file.
002156	Busco información en internet.	I look for information online.	b1	technology							
002157	La página tiene mucha información útil.	The page has a lot of useful information.	b1	technology							
002158	La información del anuncio no es correcta.	The information in the advert is not right.	b1	news							make-a-complaint
002159	La ley nueva protege el ambiente.	The new law protects the environment.	b1	environment,news							
002160	Es improbable que cambien la ley.	It is unlikely they will change the law.	b1	news							express-doubt
002161	La ley es igual para todos.	The law is the same for everybody.	b1	core							
002162	El paquete llegó roto.	The parcel arrived broken.	b1	shopping							make-a-complaint
002163	Mandé el paquete por correo.	I sent the parcel by post.	b1	shopping,communication							
002164	Esta página tiene un error raro.	This page has an odd error on it.	b1	technology							
002165	Es raro que ocurra dos veces.	It is odd that it happens twice.	b1	core							react-to-news
002166	Es un dato raro, pero es verdad.	It is an odd fact, but it is true.	b1	core							
002167	Te aconsejo este curso de inglés.	I recommend this English course to you.	b1	school,language							give-advice
002168	Le aconsejo el transporte público.	I would advise you to use public transport.	b1	travel		formal	usted				give-advice
002169	Hice el curso por internet.	I did the course online.	b1	school,technology							
002170	El ambiente del curso es muy bueno.	The atmosphere on the course is very good.	b1	school							
002171	Guardo los datos en el ordenador.	I keep the data on the computer.	b1	technology							
002172	Los datos del documento son correctos.	The data in the document is correct.	b1	work,technology							
002173	Busco el horario del transporte en internet.	I look up the transport timetable online.	b1	travel,technology							
002174	El transporte público reduce la contaminación.	Public transport cuts pollution.	b1	travel,environment							
002175	Propongo una solución sencilla.	I propose a simple solution.	b1	communication							weigh-two-options
002176	Propusieron un curso nuevo para septiembre.	They proposed a new course for September.	b1	school							
002177	Te sugiero esta página para practicar en casa.	I suggest this page for practising at home.	b1	technology,language							give-advice
002178	Le sugiero otra zona de la ciudad.	I suggest another part of the city.	b1	city		formal	usted				give-advice
002179	No es una enfermedad grave.	It is not a serious illness.	b1	health							
002180	La empresa despidió a diez personas.	The company laid off ten people.	b1	work							
002181	Es improbable que llegue hoy.	It is unlikely to arrive today.	b1	core							express-doubt
