# Every item id core-es has ever issued. Generated by scripts/build-dataset.ts.
# A row that goes away keeps its id here as `retired`, so it is never reissued.
# Columns: id	kind	status	text — text is a reminder, the id is the identity.
000864	sentence	active	Vivo en el mismo piso desde hace diez años.
000865	sentence	active	Buenos días, ¿adónde va?
000866	sentence	active	A Sevilla. Un billete, por favor.
000867	sentence	active	¿Ida, o ida y vuelta?
000868	sentence	active	Solo ida. ¿Cuánto cuesta?
000869	sentence	active	Treinta euros. El próximo tren sale a las diez.
000870	sentence	active	¿Y a qué hora llega a Sevilla?
000871	sentence	active	A la una. Sale del andén cuatro.
000872	sentence	active	Andén cuatro. Muchas gracias.
000873	sentence	active	Buenas tardes, dígame.
000874	sentence	active	Quiero un billete para Granada.
000875	sentence	active	¿Para hoy o para mañana?
000876	sentence	active	Para hoy, y solo uno.
000877	sentence	active	El autobús sale a las seis y media.
000878	sentence	active	¿Sale mucha gente a esa hora?
000879	sentence	active	Bastante. La parada está a la derecha.
000880	sentence	active	¿La parada de la derecha? Perfecto.
000881	sentence	active	¿Adónde quiere ir y cuándo vuelve?
000882	sentence	active	A Valencia, y vuelvo el domingo.
000883	sentence	active	Entonces ida y vuelta. ¿Cuántas personas?
000884	sentence	active	Dos, mi hermana y yo.
000885	sentence	active	Hay un tren a las nueve y otro a las once.
000886	sentence	active	El de las nueve, mejor.
000887	sentence	active	Muy bien. Andén dos, a la izquierda.
000888	sentence	active	¿Andén dos? Gracias por su ayuda.
000889	sentence	active	¿Necesita ayuda con la máquina?
000890	sentence	active	Sí, quiero un billete para el centro.
000891	sentence	active	¿Un viaje, o diez viajes?
000892	sentence	active	Diez viajes, porque estoy una semana aquí.
000893	sentence	active	El metro pasa cada cinco minutos.
000894	sentence	active	Muy bien, ¿y el último a qué hora pasa?
000895	sentence	active	A la una y media. La línea dos va al centro.
000896	sentence	active	¿La línea dos? Gracias, ya lo tengo.
000897	sentence	active	Buenos días, ¿qué le pongo?
000898	sentence	active	Un kilo de manzanas, por favor.
000899	sentence	active	Aquí tiene. ¿Algo más?
000900	sentence	active	Sí, también medio kilo de tomates.
000901	sentence	active	¿A cuánto están los tomates?
000902	sentence	active	A dos euros el kilo, muy buenos.
000903	sentence	active	Son cuatro euros en total.
000904	sentence	active	Aquí tiene. Hasta el jueves.
000905	sentence	active	Hola, ¿qué necesita hoy?
000906	sentence	active	Dos barras de pan, por favor.
000907	sentence	active	¿Quiere también algo dulce?
000908	sentence	active	No, mejor solo el pan. Bueno, y una galleta.
000909	sentence	active	¿Cuánto cuesta la barra?
000910	sentence	active	Un euro cada una, recién hecho.
000911	sentence	active	Dos euros y medio, por favor.
000912	sentence	active	Tenga. Muchas gracias, hasta mañana.
000913	sentence	active	Buenas, ¿le pongo pescado hoy?
000914	sentence	active	Sí, medio kilo de pescado fresco.
000915	sentence	active	Este está muy bien hoy. ¿Le pongo más?
000916	sentence	active	No, medio kilo está bien. Solo eso.
000917	sentence	active	¿A cuánto está el kilo?
000918	sentence	active	A doce euros el kilo.
000919	sentence	active	Seis euros. ¿Con tarjeta o en efectivo?
000920	sentence	active	Con tarjeta, gracias. Buen día.
000921	sentence	active	Dígame, ¿qué lleva hoy?
000922	sentence	active	Un kilo de cebollas y tres limones.
000923	sentence	active	No tengo limones hoy. ¿Naranjas?
000924	sentence	active	Entonces cuatro naranjas, mejor.
000925	sentence	active	¿Y las naranjas a cuánto están?
000926	sentence	active	Dos euros el kilo, son muy dulces.
000927	sentence	active	Todo son cinco euros.
000928	sentence	active	Perfecto, aquí tiene cinco. Gracias.
000929	sentence	active	¿Quién es esta señora de la foto?
000930	sentence	active	Es mi madre. Se llama Carmen.
000931	sentence	active	¿Y trabaja aquí, en la ciudad?
000932	sentence	active	Es profesora en una escuela pequeña.
000933	sentence	active	¿Y tienes hermanos?
000934	sentence	active	Tengo una hermana de veinte años.
000935	sentence	active	¡Qué bien! Tienes una familia muy simpática.
000936	sentence	active	Gracias. Son lo más importante para mí.
000937	sentence	active	Luis, ¿quién es el chico de la puerta?
000938	sentence	active	Es mi primo Daniel, de Valencia.
000939	sentence	active	¿Y qué hace en Valencia?
000940	sentence	active	Estudia medicina y trabaja los sábados.
000941	sentence	active	¿Viene mucho a verte?
000942	sentence	active	Dos o tres veces al año, en verano.
000943	sentence	active	¡Qué interesante! Quiero conocerlo.
000944	sentence	active	Ahora te lo presento, ven.
000945	sentence	active	¿Esta es tu hermana? Sois muy parecidos.
000946	sentence	active	Sí, es Marta, la mayor.
000947	sentence	active	¿Ella también trabaja en una oficina?
000948	sentence	active	No, es médica en un hospital.
000949	sentence	active	¿Y tiene hijos?
000950	sentence	active	Tiene dos, un niño y una niña.
000951	sentence	active	Me alegro. Tu familia es grande.
000952	sentence	active	Sí, y todos vivimos cerca.
000953	sentence	active	¿Con quién vives ahora?
000954	sentence	active	Con mi esposa y nuestro bebé.
000955	sentence	active	¡Un bebé! ¿Y tu esposa trabaja?
000956	sentence	active	Es camarera, pero ahora está en casa.
000957	sentence	active	¿Cuántos meses tiene el bebé?
000958	sentence	active	Cinco meses, y ya duerme bien.
000959	sentence	active	¡Qué bueno! Me alegro mucho por vosotros.
000960	sentence	active	Gracias, estamos muy contentos.
000961	sentence	active	Un billete para Barcelona, por favor.
000962	sentence	active	Quiero dos billetes para Madrid.
000963	sentence	active	Necesito un billete de ida y vuelta.
000964	sentence	active	¿Me da un billete para el próximo tren?
000965	sentence	active	Voy a Sevilla, ¿cuánto es el billete?
000966	sentence	active	Un billete de autobús para hoy, por favor.
000967	sentence	active	Somos tres y vamos al aeropuerto.
000968	sentence	active	Perdón, ¿este billete vale para el metro?
000969	sentence	active	Un kilo de patatas, por favor.
000970	sentence	active	Medio kilo de queso, no más.
000971	sentence	active	Tres manzanas y dos plátanos.
000972	sentence	active	Un poco de fruta para dos días.
000973	sentence	active	Dos botellas de agua, las grandes.
000974	sentence	active	¿Me pone un kilo de naranjas?
000975	sentence	active	Solo una barra de pan, gracias.
000976	sentence	active	Quiero lo mismo que la semana pasada.
000977	sentence	active	Este es mi hermano, se llama Pablo.
000978	sentence	active	Ella es mi amiga Lucía, del trabajo.
000979	sentence	active	Te presento a mi padre.
000980	sentence	active	Son mis abuelos, viven con nosotros.
000981	sentence	active	Es mi vecina, la señora Gómez.
000982	sentence	active	Este chico es mi hijo, el pequeño.
000983	sentence	active	Es mi novia, estudiamos juntos.
000984	sentence	active	No la conoces: es mi tía de México.
000985	sentence	active	¿Y de dónde eres?
000986	sentence	active	Soy de Grecia, pero vivo en Alemania.
000987	sentence	active	¡Qué interesante! ¿Y te gusta vivir allí?
000988	sentence	active	Sí, me gusta mucho. La gente es muy amable.
000989	sentence	active	¿Y en qué trabajas?
000990	sentence	active	Soy profesor. Trabajo en una escuela pequeña.
000991	sentence	active	¡Genial! Yo trabajo en un hospital.
000992	sentence	active	¿Y qué haces en tu tiempo libre?
000993	sentence	active	Leo mucho y salgo con amigos. ¿Y tú?
000994	sentence	active	Toco la guitarra y hago mucho deporte.
000995	sentence	active	¿Qué tal el trabajo?
000996	sentence	active	Tengo mucho trabajo, pero me gusta bastante.
000997	sentence	active	¿Y qué haces este fin de semana?
000998	sentence	active	Voy al cine con unos amigos. ¿Y tú?
000999	sentence	active	Yo hago deporte y descanso en casa.
001000	sentence	active	Muy bien. Yo también necesito descansar.
001001	sentence	active	¿De dónde es usted, Luis?
001002	sentence	active	Soy de Grecia, pero vivo aquí desde hace tres años.
001003	sentence	active	¡Qué bien! ¿Y le gusta la ciudad?
001004	sentence	active	Sí, mucho. Es tranquila y hay buena comida.
001005	sentence	active	¿Y qué hace usted los fines de semana?
001006	sentence	active	Salgo con mi familia o leo en casa.
001007	sentence	active	¿Y de dónde eres, Elena?
001008	sentence	active	Soy de Italia, pero vivo en España desde niña.
001009	sentence	active	¿Y te gusta vivir en esta ciudad?
001010	sentence	active	Sí, mucho. La gente es amable y hay mucho que hacer.
001011	sentence	active	¿Trabajas aquí cerca?
001012	sentence	active	Soy profesora de música. Doy clases por la tarde.
001013	sentence	active	¡Qué bien! ¿Y qué haces en tu tiempo libre?
001014	sentence	active	Bailo y cocino mucho. Los domingos veo películas.
001015	sentence	active	Soy de Grecia.
001016	sentence	active	Soy griego, de Atenas.
001017	sentence	active	Soy de una ciudad pequeña, cerca de Berlín.
001018	sentence	active	Mi familia es italiana, pero yo soy de aquí.
001019	sentence	active	Nací en Italia y vivo aquí desde niño.
001020	sentence	active	Soy de Madrid, pero ahora vivo fuera.
001021	sentence	active	Soy extranjero. No soy de aquí.
001022	sentence	active	Vivo en Alemania desde hace dos años.
001023	sentence	active	Vivo aquí, pero trabajo en otra ciudad.
001024	sentence	active	No vivo aquí. Estoy de vacaciones.
001025	sentence	active	Vivo cerca, a diez minutos de aquí.
001026	sentence	active	Me encanta vivir aquí.
001027	sentence	active	Me gusta, pero hace mucho frío en invierno.
001028	sentence	active	Es una ciudad tranquila y muy bonita.
001029	sentence	active	Sí, pero mi familia está muy lejos.
001030	sentence	active	Prefiero mi país, la verdad.
001031	sentence	active	No mucho. Es una ciudad muy grande para mí.
001032	sentence	active	Sí, aquí hay mucho trabajo y buena comida.
001033	sentence	active	Me gusta leer y escuchar música.
001034	sentence	active	Hago deporte tres veces por semana.
001035	sentence	active	Salgo con mis amigos los fines de semana.
001036	sentence	active	Veo muchas películas en casa.
001037	sentence	active	Me encanta cocinar para mi familia.
001038	sentence	active	Corro por el parque por la mañana.
001039	sentence	active	No tengo mucho tiempo libre, la verdad.
001040	sentence	active	¿Y tú, de dónde eres?
001041	sentence	active	¿Eres de aquí?
001042	sentence	active	¿De qué parte de España eres?
001043	sentence	active	¿Y usted, de dónde es?
001044	sentence	active	¿Dónde vives ahora?
001045	sentence	active	¿Vives aquí desde hace mucho?
001046	sentence	active	¿Tu familia también es de aquí?
001047	sentence	active	¿A qué te dedicas?
001048	sentence	active	¿Estudias o trabajas?
001049	sentence	active	¿Te gusta tu trabajo?
001050	sentence	active	¿Y usted, en qué trabaja?
001051	sentence	active	¿Trabajas todos los días?
001052	sentence	active	¿Es un trabajo interesante?
001053	sentence	active	¿Qué te gusta hacer?
001054	sentence	active	¿Haces deporte?
001055	sentence	active	¿Qué haces los fines de semana?
001056	sentence	active	¿Sales mucho por la noche?
001057	sentence	active	¿Y usted, qué hace los domingos?
001058	sentence	active	¿Tienes tiempo para leer?
001059	sentence	active	¿Escuchas música o ves películas?
001060	sentence	active	Oye, ¿tú eres de aquí?
001061	sentence	active	No, soy griego. Vivo aquí desde hace tres años.
001062	sentence	active	¿Y estás contento aquí?
001063	sentence	active	Sí, mucho. Tengo buenos amigos y un buen trabajo.
001064	sentence	active	¿Y qué hace usted en la empresa?
001065	sentence	active	Trabajo en la oficina, con los clientes.
001066	sentence	active	El libro llega el martes por la tarde.
001067	sentence	active	Perdón, no entiendo. ¿Puede repetir, por favor?
001068	sentence	active	Sí, claro. El libro llega el martes.
001069	sentence	active	Más despacio, por favor. Hablo poco español.
001070	sentence	active	El martes. Por la tarde. Entre las cuatro y las seis.
001071	sentence	active	¿Cómo se dice esta palabra en español?
001072	sentence	active	Esa palabra es tarde.
001073	sentence	active	¿Y qué significa tarde?
001074	sentence	active	Es la parte del día entre la mañana y la noche.
001075	sentence	active	Entonces, el libro llega el martes por la tarde.
001076	sentence	active	Sí, está muy bien.
001077	sentence	active	¿Puede escribir el día, por favor?
001078	sentence	active	Claro, ahora mismo.
001079	sentence	active	Muchas gracias. Ahora sí entiendo.
001080	sentence	active	Siga todo recto y gire a la derecha en la segunda calle.
001081	sentence	active	Perdón, no entiendo nada.
001082	sentence	active	¿Habla usted español?
001083	sentence	active	Un poco. Pero más despacio, por favor.
001084	sentence	active	Primero, todo recto. Luego, a la derecha.
001085	sentence	active	¿Puede repetir la última parte?
001086	sentence	active	A la derecha, en la segunda calle.
001087	sentence	active	Entonces, todo recto y la segunda calle a la derecha.
001088	sentence	active	Correcto. Está muy cerca.
001089	sentence	active	Ahora sí. Muchas gracias.
001090	sentence	active	Hoy vamos a hablar de la comida.
001091	sentence	active	Perdón, no entiendo esta palabra.
001092	sentence	active	¿Qué palabra?
001093	sentence	active	Esta. ¿Qué significa?
001094	sentence	active	Es algo que comemos.
001095	sentence	active	¿Y cómo se dice en inglés?
001096	sentence	active	No sé, pero en español es pan.
001097	sentence	active	Más despacio, por favor. ¿Otra vez?
001098	sentence	active	Pan. ¿Ahora sí?
001099	sentence	active	¿Puedes escribir la palabra, por favor?
001100	sentence	active	Claro. Aquí, en tu libro.
001101	sentence	active	Perfecto. Pan es comida.
001102	sentence	active	La reunión es en la calle del Río, número diez.
001103	sentence	active	Perdón, ¿puede repetir la dirección?
001104	sentence	active	Es la calle del Río. El número es diez.
001105	sentence	active	Más despacio, por favor. No entiendo bien.
001106	sentence	active	La calle del Río. El número, diez.
001107	sentence	active	¿Puede escribir la dirección, por favor?
001108	sentence	active	Sí, aquí tiene una nota.
001109	sentence	active	¿Y cómo se dice esta palabra?
001110	sentence	active	Es Río, el nombre de la calle.
001111	sentence	active	Entonces, la calle del Río, número diez. ¿Es correcto?
001112	sentence	active	Correcto. Hasta el martes.
001113	sentence	active	Hasta el martes. Muchas gracias.
001114	sentence	active	Perdón, no entiendo.
001115	sentence	active	Perdón, no entiendo muy bien.
001116	sentence	active	Perdón, ¿cómo?
001117	sentence	active	Hablo muy poco español.
001118	sentence	active	No entiendo esa palabra.
001119	sentence	active	Mi español no es muy bueno.
001120	sentence	active	Perdón, es un poco difícil para mí.
001121	sentence	active	¿Puede repetir, por favor?
001122	sentence	active	¿Cómo dice?
001123	sentence	active	La última palabra, por favor.
001124	sentence	active	¿Puede repetir el número?
001125	sentence	active	¿Puede repetir más alto, por favor?
001126	sentence	active	¿Puede hablar más despacio?
001127	sentence	active	¿Puedes hablar más despacio?
001128	sentence	active	Habla muy rápido para mí.
001129	sentence	active	Un poco más despacio, por favor.
001130	sentence	active	Necesito un poco más de tiempo.
001131	sentence	active	Palabra por palabra, por favor.
001132	sentence	active	¿Cómo se dice esta palabra?
001133	sentence	active	No sé la palabra en español.
001134	sentence	active	¿Hay otra palabra más fácil?
001135	sentence	active	¿Cómo se llama esta cosa?
001136	sentence	active	Quiero decir algo, pero no sé la palabra.
001137	sentence	active	¿Se dice así en español?
001138	sentence	active	¿Qué significa?
001139	sentence	active	¿Qué significa esa palabra?
001140	sentence	active	No sé qué significa.
001141	sentence	active	¿Puede explicar la palabra?
001142	sentence	active	¿Puede dar un ejemplo?
001143	sentence	active	¿Es una cosa o una persona?
001144	sentence	active	¿Es correcto?
001145	sentence	active	¿Está bien así?
001146	sentence	active	¿Entiendo bien?
001147	sentence	active	¿Me entiende?
001148	sentence	active	¿Está claro para usted?
001149	sentence	active	Repito para estar bien seguro.
001150	sentence	active	Entonces, ¿el martes a las cuatro?
001151	sentence	active	¿Puede escribir la dirección?
001152	sentence	active	¿Me escribe el número, por favor?
001153	sentence	active	¿Puede escribir la hora aquí?
001154	sentence	active	¿Puede escribir el nombre de la calle?
001155	sentence	active	Un momento, escribo la dirección.
001156	sentence	active	¿Puede escribir el precio?
001157	sentence	active	¿Me lo escribes en una nota?
001158	sentence	active	No, gracias. Así está bien.
001159	sentence	active	Sí, también un agua, por favor.
001160	sentence	active	Nada más, gracias.
001161	sentence	active	Sí, pero algo pequeño, por favor.
001162	sentence	active	¿Cuánto es todo?
001163	sentence	active	¿Cuánto cuesta el café?
001164	sentence	active	¿Cuánto cuesta la galleta?
001165	sentence	active	Perdón, ¿cuánto es?
001166	sentence	active	Muy amable, gracias.
001167	sentence	active	Gracias, hasta luego.
001168	sentence	active	Todo perfecto, gracias.
001169	sentence	active	Está muy bueno, gracias.
001170	sentence	active	¿Giro a la izquierda o a la derecha?
001171	sentence	active	¿Todo recto hasta la plaza?
001172	sentence	active	¿Y después de la farmacia?
001173	sentence	active	¿Es la primera calle o la segunda?
001174	sentence	active	¿Y dónde giro?
001175	sentence	active	¿Paso por delante del banco?
001176	sentence	active	¿Cuántos minutos son?
001177	sentence	active	¿Puedo ir a pie?
001178	sentence	active	¿Es mejor ir en autobús?
001179	sentence	active	Es usted muy amable.
001180	sentence	active	Gracias, ahora sé dónde está.
001181	sentence	active	Perfecto, ya está. Gracias.
001182	sentence	active	Muchas gracias, es una gran ayuda.
001183	sentence	active	Uso la talla treinta y ocho.
001184	sentence	active	No sé mi talla aquí.
001185	sentence	active	Creo que es la talla pequeña.
001186	sentence	active	¿Dónde puedo probar la camisa?
001187	sentence	active	¿Puedo probar las dos?
001188	sentence	active	¿Puedo probar esta chaqueta?
001189	sentence	active	Quiero probar la talla más grande.
001190	sentence	active	Me llevo esta camisa.
001191	sentence	active	Me quedo con la azul.
001192	sentence	active	Prefiero pensar un poco más.
001193	sentence	active	¿Cuánto cuesta esta camisa?
001194	sentence	active	¿Cuánto cuestan los dos?
001195	sentence	active	Perdón, ¿cuánto cuesta?
001196	sentence	active	¿Puedo pagar con tarjeta aquí?
001197	sentence	active	Buenas tardes, tengo una reserva.
001198	sentence	active	Sí, a nombre de López.
001199	sentence	active	Tengo una reserva para esta noche.
001200	sentence	active	No tengo reserva. ¿Hay habitaciones?
001201	sentence	active	¿Qué está incluido en el precio?
001202	sentence	active	¿El desayuno cuesta más?
001203	sentence	active	¿La habitación tiene baño?
001204	sentence	active	¿A qué hora empieza el desayuno?
001205	sentence	active	¿A qué hora termina el desayuno?
001206	sentence	active	¿A qué hora tengo que salir?
001207	sentence	active	¿El restaurante abre a las ocho?
001208	sentence	active	¿A qué hora cierra el bar?
001209	sentence	active	¿Puedo llegar más tarde?
001210	sentence	active	¿Hay un bar cerca del hotel?
001211	sentence	active	¿En qué piso está mi habitación?
001212	sentence	active	¿Dónde está la entrada?
001213	sentence	active	¿Tienes planes para el fin de semana?
001214	sentence	active	¿Hacemos algo mañana?
001215	sentence	active	¿Estás libre esta tarde?
001216	sentence	active	¿Qué hacemos mañana?
001217	sentence	active	¿Quieres ir a tomar algo?
001218	sentence	active	Podemos ir al parque por la tarde.
001219	sentence	active	¿Vamos al restaurante nuevo?
001220	sentence	active	¿Te apetece un café?
001221	sentence	active	¿A qué hora quedamos?
001222	sentence	active	¿Nos vemos a las siete?
001223	sentence	active	¿Puede ser más tarde?
001224	sentence	active	¿Dónde quedamos?
001225	sentence	active	Perfecto, hasta el domingo.
001226	sentence	active	Muy bien, entonces a las ocho.
001227	sentence	active	Vale, nos vemos allí.
001228	sentence	active	Genial, hasta mañana.
001229	sentence	active	Buenas tardes, ¿qué tal?
001230	sentence	active	Hola, soy Luis. ¿Y tú?
001231	sentence	active	Buenas noches, señor.
001232	sentence	active	Hola, ¿cómo va todo?
001233	sentence	active	Bueno, hasta luego.
001234	sentence	active	Nos vemos mañana.
001235	sentence	active	Hasta la próxima.
001236	sentence	active	Buen día y hasta pronto.
001237	sentence	active	Normalmente no tengo mucho tiempo por la mañana.
001238	sentence	active	Voy al trabajo en metro y llego a las nueve.
001239	sentence	active	Salgo pronto y llego a la escuela antes de las ocho.
001240	sentence	active	Desde hace tres días.
001241	sentence	active	Desde el fin de semana pasado.
001242	sentence	active	Empezó ayer por la mañana.
001243	sentence	active	Sí, un poco de fiebre.
001244	sentence	active	No, no tomo ninguna medicina.
001245	sentence	active	Duermo mal desde el lunes.
001246	sentence	active	Como bien, pero estoy muy cansado.
001247	sentence	active	De acuerdo, voy a descansar dos días.
001248	sentence	active	Muy bien, tomo una pastilla por la noche.
001249	sentence	active	Entendido. ¿Y si no estoy mejor?
001250	sentence	active	Gracias. Voy a beber mucha agua.
001251	sentence	active	Tengo tres reuniones esta semana.
001252	sentence	active	Hablo con los clientes por teléfono.
001253	sentence	active	Los lunes tenemos una reunión de equipo.
001254	sentence	active	Fue un día difícil, pero bueno.
001255	sentence	active	Hoy termino pronto y estoy contento.
001256	sentence	active	Llego a casa cansado, pero tranquilo.
001257	sentence	active	Hay una tienda muy cerca.
001258	sentence	active	La parada de autobús está delante de casa.
001259	sentence	active	No hay tiendas cerca. Es un problema.
001260	sentence	active	Cerca de casa hay un parque muy grande.
001261	sentence	active	Vivo muy bien aquí.
001262	sentence	active	Es un poco pequeño, pero me gusta.
001263	sentence	active	No me gusta la calle, es muy ruidosa.
001264	sentence	active	Quiero cambiar de casa el año que viene.
001265	sentence	active	¿A qué hora sale el próximo tren?
001266	sentence	active	¿Cuándo sale el próximo autobús?
001267	sentence	active	¿Hay uno más tarde?
001268	sentence	active	¿El tren llega antes de las diez?
001269	sentence	active	Ida y vuelta, por favor.
001270	sentence	active	Un billete, solo ida.
001271	sentence	active	Dos billetes para mañana.
001272	sentence	active	¿Cuánto cuesta ida y vuelta?
001273	sentence	active	¿De qué andén sale?
001274	sentence	active	¿Dónde está el andén tres?
001275	sentence	active	¿Es esta la parada correcta?
001276	sentence	active	¿Sale de aquí o del otro andén?
001277	sentence	active	¿Cuánto cuesta el kilo?
001278	sentence	active	¿A cuánto están los limones?
001279	sentence	active	¿Cuánto son dos kilos?
001280	sentence	active	¿Y el medio kilo cuánto es?
001281	sentence	active	Mejor un kilo, no medio.
001282	sentence	active	Perdón, cambio de idea. Dos, por favor.
001283	sentence	active	También quiero pan, por favor.
001284	sentence	active	No, solo las naranjas.
001285	sentence	active	¿Puedo pagar en efectivo?
001286	sentence	active	Aquí tiene diez euros.
001287	sentence	active	Gracias, hasta la semana que viene.
001288	sentence	active	Todo correcto. Muchas gracias.
001289	sentence	active	Trabaja en una tienda del centro.
001290	sentence	active	Es estudiante y trabaja por las tardes.
001291	sentence	active	No trabaja ahora, busca algo nuevo.
001292	sentence	active	Es camarero en un restaurante del centro.
001293	sentence	active	Somos cuatro en casa.
001294	sentence	active	Mi hermano tiene treinta años.
001295	sentence	active	Tengo dos hijos, de seis y de nueve años.
001296	sentence	active	Mis padres viven en otra ciudad.
001297	sentence	active	Oye, Luis, el sábado hay una fiesta en mi casa.
001298	sentence	active	¡Qué bien! ¿Cuándo empieza?
001299	sentence	active	Empieza a las nueve de la noche.
001300	sentence	active	¿Y cuándo termina?
001301	sentence	active	Muy tarde. Estas fiestas nunca terminan pronto.
001302	sentence	active	¿Cuándo tengo que llegar?
001303	sentence	active	A las nueve o a las diez. Las dos están bien.
001304	sentence	active	Entonces voy sobre las nueve y media.
001305	sentence	active	Perfecto. Hasta el sábado.
001306	sentence	active	Hasta el sábado, Ana.
001307	sentence	active	¿Cuándo es la fiesta?
001308	sentence	active	¿Cuándo abre el museo?
001309	sentence	active	¿Cuándo empieza la película?
001310	sentence	active	¿Cuándo cierra la tienda?
001311	sentence	active	¿Cuándo es tu cumpleaños?
001312	sentence	active	¿Cuándo vuelves de vacaciones?
001313	sentence	active	¿Desde cuándo vives aquí?
001314	sentence	active	¿Hasta cuándo estás en Madrid?
001315	sentence	active	Es el sábado por la tarde.
001316	sentence	active	Empieza a las ocho y media.
001317	sentence	active	Abre a las diez de la mañana.
001318	sentence	active	Cierra los domingos.
001319	sentence	active	En dos semanas.
001320	sentence	active	Todavía no lo sé.
001321	sentence	active	Esta tarde, sobre las seis.
001322	sentence	active	Siempre a la misma hora.
001323	sentence	active	Mira estas camisas. Son muy bonitas.
001324	sentence	active	Sí. ¿Cuál te gusta más?
001325	sentence	active	Esta, la azul. ¿Y a ti?
001326	sentence	active	Yo prefiero esa, la verde.
001327	sentence	active	¿Y aquella, la de la ventana?
001328	sentence	active	Aquella es muy cara.
001329	sentence	active	¿Cuál compro entonces?
001330	sentence	active	Las dos primeras son bonitas.
001331	sentence	active	Vale, me llevo esta.
001332	sentence	active	¿Cuál prefieres?
001333	sentence	active	¿Cuál te gusta más, este o ese?
001334	sentence	active	¿Cuál es el mejor?
001335	sentence	active	¿Cuáles quieres?
001336	sentence	active	¿Cuál de los dos es más barato?
001337	sentence	active	¿Cuál es mi habitación?
001338	sentence	active	Prefiero este.
001339	sentence	active	Me gusta más ese.
001340	sentence	active	Este es más bonito.
001341	sentence	active	Me llevo esta.
001342	sentence	active	Los dos me gustan.
001343	sentence	active	Ninguno de los dos, gracias.
001344	sentence	active	Buenos días, Marta. ¿Quién es ese señor?
001345	sentence	active	Es el nuevo jefe. Se llama Carlos.
001346	sentence	active	¿Y quiénes son esas dos?
001347	sentence	active	Son las compañeras de Carlos. Trabajan con él.
001348	sentence	active	¿Con quién tengo la reunión hoy?
001349	sentence	active	Con Carlos, a las once.
001350	sentence	active	¿Y quién más va a la reunión?
001351	sentence	active	Todos nosotros. Es una reunión grande.
001352	sentence	active	Muy bien. Gracias, Marta.
001353	sentence	active	¿Quién es esa chica?
001354	sentence	active	¿Quiénes son esos señores?
001355	sentence	active	¿Con quién trabajas?
001356	sentence	active	¿Quién es el jefe aquí?
001357	sentence	active	¿De quién es este libro?
001358	sentence	active	¿Quién viene esta noche?
001359	sentence	active	Es un compañero del trabajo.
001360	sentence	active	Son mis vecinos.
001361	sentence	active	Es la nueva profesora.
001362	sentence	active	Es el hijo de Marta.
001363	sentence	active	No lo conozco.
001364	sentence	active	Es una amiga de mi hermana.
001365	sentence	active	¿Vamos al cine esta noche?
001366	sentence	active	Esta noche no puedo. Lo siento.
001367	sentence	active	¿Por qué no?
001368	sentence	active	Porque tengo mucho trabajo.
001369	sentence	active	¿Y por qué tienes mucho trabajo ahora?
001370	sentence	active	Porque mi jefe está de vacaciones.
001371	sentence	active	¿Y por qué no vamos el viernes?
001372	sentence	active	El viernes sí puedo. Buena idea.
001373	sentence	active	Entonces el viernes a las ocho.
001374	sentence	active	¿Por qué?
001375	sentence	active	¿Y eso por qué?
001376	sentence	active	¿Por qué dices eso?
001377	sentence	active	¿Por qué no vienes con nosotros?
001378	sentence	active	¿Por qué está cerrado hoy?
001379	sentence	active	¿Por qué es tan caro?
001380	sentence	active	Porque estoy muy cansado.
001381	sentence	active	Porque tengo que trabajar.
001382	sentence	active	Es que no tengo tiempo.
001383	sentence	active	Por el trabajo.
001384	sentence	active	No sé por qué.
001385	sentence	active	Porque mañana me levanto pronto.
001386	sentence	active	Este libro es mío y ese es de Marta.
001387	sentence	active	Esta silla es nueva, pero aquella es muy vieja.
001388	sentence	active	Quiero este, no ese.
001389	sentence	active	¿Ves aquella casa blanca? Allí vivo yo.
001390	sentence	active	Eso no es verdad.
001391	sentence	active	Esto es para ti.
001392	sentence	active	Esos zapatos son muy caros.
001393	sentence	active	Estas llaves son de la casa y esas son de la oficina.
001394	sentence	active	Esta semana trabajo mucho, pero la próxima no.
001395	sentence	active	Aquel hotel de la plaza es muy bueno.
001396	sentence	active	Tu hermano trabaja aquí.
001397	sentence	active	¿Tu hermano trabaja aquí?
001398	sentence	active	Hay pan en la mesa.
001399	sentence	active	¿Hay pan en la mesa?
001400	sentence	active	El tren llega a las ocho.
001401	sentence	active	¿El tren llega a las ocho?
001402	sentence	active	Hablas español muy bien.
001403	sentence	active	¿Hablas español?
001404	sentence	active	El café está caliente.
001405	sentence	active	¿El café está caliente?
001406	sentence	active	Vives cerca del museo.
001407	sentence	active	¿Vives cerca del museo?
001408	sentence	active	Mi hermana vive en Madrid.
001409	sentence	active	¿Tu hermana vive en Madrid?
001410	sentence	active	Sí, vive allí desde enero.
001411	sentence	active	¡Qué bien! ¿Y trabaja en un museo?
001412	sentence	active	Trabaja en un museo muy grande.
001413	sentence	active	¿Le gusta la ciudad?
001414	sentence	active	Le gusta mucho. Dice que es perfecta.
001415	sentence	active	¿Y tú vas a visitar a tu hermana?
001416	sentence	active	Voy en abril. ¡Tengo muchas ganas!
001417	sentence	active	El museo está cerca, ¿verdad?
001418	sentence	active	Sí, está muy cerca. A diez minutos.
001419	sentence	active	Y abre por la mañana, ¿no?
001420	sentence	active	Abre a las diez todos los días.
001421	sentence	active	No es muy caro, ¿verdad?
001422	sentence	active	Es barato. Cinco euros.
