# A2, narrated in the past — the level the pack had vocabulary for and no contexts.
# Columns: id	spanish	english	level	topics	note	register	address	regions	passage	speaker	skills
# Leave the id off a new row — omit the column entirely, do not leave it empty:
# a leading tab shifts every field one place. The build assigns one and writes it back.
#
# Why this file exists, measured. A2 shipped 210 sentences against A1's 1,215, and
# the **median A2 word appeared in exactly one sentence**: 160 of 179 A2 lexemes
# were short of even four encounters. That is not a level, it is a vocabulary list
# with examples attached. Meanwhile 81% of the whole pack was present indicative
# and the past tenses — which *are* A2's own grammar — had 45 sentences between
# them.
#
# Those are one problem, not two, and the starved words say so: `contar`,
# `recordar`, `olvidar`, `decidir`, `nacer`, `comenzar`, `durar`, `descubrir` are
# narration verbs. They were short of contexts because the pack had almost no
# narration to put them in.
#
# So every passage here is a past-tense account built from A2 words the pack
# already had, chosen from the coverage report rather than from whatever came to
# mind. Per §3.1 of the expansion brief that is the shape with the measured
# return: the passage pass bought ~165 encounters for 77 rows where the
# new-vocabulary pass bought ~20 for 72. **No new lexeme is introduced by this
# file** — where a word would have been new, the sentence was rewritten instead.
#
# One deliberate omission: `ser` and `ir` share a preterite (`fue`, `fui`,
# `fuimos`), which the tokeniser declines to disambiguate and a test pins as
# unlinked. Rather than add eight more unlinked tokens, these passages reach for
# `estar` where the sense allows — `Ayer estuve en el mercado` rather than
# `Ayer fui al mercado`. Not a workaround for a bug; the two say slightly
# different things and the one that links is also the one that is easier to read.

# ── El piso nuevo (home, in the preterite) ────────────────────────────────────
001426	El año pasado cambié de piso.	Last year I moved flat.	a2	home	Opens the account, so the whole passage reads as the past.	neutral			piso-nuevo
001542	Una amiga es vegetariana, así que serví dos platos.	One friend is vegetarian, so I served two dishes.	a2	food-drink,social		neutral			cena-amigos
001543	Puse una servilleta al lado de cada plato.	I put a napkin next to each plate.	a2	food-drink		neutral			cena-amigos
001544	Todo estaba delicioso, o eso me dijeron.	Everything was delicious, or so they told me.	a2	food-drink,feelings		neutral			cena-amigos
001545	Recomendé las fresas con azúcar y se acabaron.	I recommended the strawberries with sugar and they were all gone.	a2	food-drink		neutral			cena-amigos
002490	Empecé a cocinar a las seis de la tarde.	I started cooking at six in the evening.	a2	home,clock					cena-amigos		
002491	Puse música y abrí una botella de vino.	I put music on and opened a bottle of wine.	a2	home,food-drink					cena-amigos		
002492	Mis amigos llegaron con un pastel de chocolate.	My friends arrived with a chocolate cake.	a2	social,food-drink					cena-amigos		
002493	Cada uno trajo algo, hasta las servilletas.	Everyone brought something, even the napkins.	a2	social,objects					cena-amigos		
002494	Comimos despacio y hablamos hasta muy tarde.	We ate slowly and talked until very late.	a2	social					cena-amigos		
002495	De postre tomamos helado con fresas.	For dessert we had ice cream with strawberries.	a2	food-drink					cena-amigos		
002496	Lavé los platos al día siguiente, no esa noche.	I washed the dishes the next day, not that night.	a2	home					cena-amigos		
001546	Nadie dejó propina en mi casa, claro.	Nobody left a tip at my house, of course.	a2	food-drink,social		neutral			cena-amigos
001547	Cuando entramos, la casa estaba vacía.	When we went in, the house was empty.	a2	home		neutral			casa-vacia
001548	Solo había una lámpara vieja en el suelo.	There was only an old lamp on the floor.	a2	home		neutral			casa-vacia
001549	Las paredes estaban feas y la madera muy vieja.	The walls looked ugly and the wood very old.	a2	home		neutral			casa-vacia
001550	En el baño no había toallas ni jabón.	In the bathroom there were no towels and no soap.	a2	home		neutral			casa-vacia
001551	La nevera estaba abierta y no funcionaba.	The fridge was open and did not work.	a2	home		neutral		es-ES,es-CO,es-VE,es-CU,es-DO,es-PR	casa-vacia
001552	Saqué dos bolsas de basura el primer día.	I took out two bags of rubbish the first day.	a2	home		neutral			casa-vacia
001553	Una silla se cayó cuando la toqué.	A chair fell over when I touched it.	a2	home		neutral			casa-vacia
002497	La primera semana limpiamos todos los días.	The first week we cleaned every day.	a2	home					casa-vacia		
002498	Compramos jabón, toallas y una lámpara nueva.	We bought soap, towels and a new lamp.	a2	home,shopping					casa-vacia		
002499	Mi hermano pintó las paredes de blanco.	My brother painted the walls white.	a2	home,colours					casa-vacia		
002500	Yo arreglé la silla que se había caído.	I fixed the chair that had fallen over.	a2	home					casa-vacia		
002501	Pusimos flores en la ventana de la cocina.	We put flowers in the kitchen window.	a2	home,nature					casa-vacia		
002502	La nevera nueva llegó un jueves por la tarde.	The new fridge arrived on a Thursday afternoon.	a2	home					casa-vacia		
002503	La primera cena en esa casa fue muy sencilla.	The first dinner in that house was very simple.	a2	home,food-drink					casa-vacia		
001554	Ahora la casa parece otra y pienso en ese día a menudo.	Now the house looks different and I think about that day often.	a2	home,feelings		neutral			casa-vacia
001555	El invierno pasado nevó mucho en el pueblo.	Last winter it snowed a lot in the village.	a2	nature,weather		neutral			nevo-pueblo
001556	Por la mañana había nubes bajas y mucho frío.	In the morning there were low clouds and it was very cold.	a2	nature,weather		neutral			nevo-pueblo
001557	Los caballos y las vacas estaban en la casa de madera.	The horses and the cows were in the wooden building.	a2	nature,animals		neutral			nevo-pueblo
001558	El camino hasta el puente estaba blanco.	The path to the bridge was white.	a2	nature		neutral			nevo-pueblo
001559	El lago se veía gris desde el bosque.	The lake looked grey from the woods.	a2	nature		neutral			nevo-pueblo
001560	Por la noche salieron la luna y las estrellas.	At night the moon and the stars came out.	a2	nature,time		neutral			nevo-pueblo
002504	Los niños jugaban en la nieve delante de la iglesia.	The children played in the snow in front of the church.	a2	nature,city					nevo-pueblo		
002505	Nadie podía llegar al pueblo en coche.	Nobody could get to the village by car.	a2	travel,weather					nevo-pueblo		
002506	Un vecino nos trajo pan y leche a pie.	A neighbour brought us bread and milk on foot.	a2	social,food-drink					nevo-pueblo		
002507	En casa bebíamos té caliente al lado del fuego.	At home we drank hot tea beside the fire.	a2	home,food-drink					nevo-pueblo		
002508	Los pájaros buscaban comida cerca de la puerta.	The birds looked for food near the door.	a2	animals,nature					nevo-pueblo		
002509	Por la tarde el cielo se puso rojo.	In the afternoon the sky turned red.	a2	nature,colours					nevo-pueblo		
001561	Nunca vi un sitio tan tranquilo.	I never saw such a quiet place.	a2	nature,feelings		neutral			nevo-pueblo
001562	La semana pasada perdí el bolso en el teatro.	Last week I lost my bag at the theatre.	a2	objects,city		neutral			perdi-bolso
001563	Llevaba una revista, las llaves y un cinturón.	I had a magazine, my keys and a belt in it.	a2	objects		neutral			perdi-bolso
001564	Volví a la esquina de la iglesia, pero no estaba.	I went back to the corner by the church, but it was not there.	a2	objects,city		neutral			perdi-bolso
001565	Olvidé preguntar en la panadería de al lado.	I forgot to ask at the bakery next door.	a2	objects,city		neutral			perdi-bolso
001566	Dos días después recibí un mensaje del teatro.	Two days later I got a message from the theatre.	a2	objects,communication		neutral			perdi-bolso
001567	Descubrí que alguien lo había dejado en una caja.	I found out someone had left it in a box.	a2	objects		neutral			perdi-bolso
001568	Me mandaron un mensaje con la dirección.	They sent me a message with the address.	a2	objects,communication		neutral			perdi-bolso
002510	Los dos primeros días estuve muy nervioso.	The first two days I was very anxious.	a2	feelings					perdi-bolso		
002511	Dentro llevaba también una foto de mi abuela.	Inside I was also carrying a photo of my grandmother.	a2	objects,family					perdi-bolso		
002512	Llamé al teatro tres veces y nadie contestó.	I called the theatre three times and nobody answered.	a2	communication					perdi-bolso		
002513	Pensé que había tenido muy mala suerte.	I thought I had been very unlucky.	a2	feelings					perdi-bolso		
002514	Un chico del teatro lo había guardado desde el sábado.	A boy at the theatre had kept it since Saturday.	a2	objects					perdi-bolso		
002515	Fui a buscarlo el jueves por la mañana.	I went to pick it up on Thursday morning.	a2	city					perdi-bolso		
001569	Estaba todo, hasta los calcetines y el sombrero.	Everything was there, even the socks and the hat.	a2	objects,clothes		neutral			perdi-bolso
001570	Tenía una cita con el médico el martes por la tarde.	I had a doctor appointment on Tuesday afternoon.	a2	health,clock		neutral			cita-medico
001571	Me dolía el cuello y también el estómago.	My neck hurt and my stomach did too.	a2	health,body		neutral			cita-medico
001572	Me tocó el músculo del cuello despacio.	He pressed the muscle in my neck slowly.	a2	health,body		neutral			cita-medico
001573	Me miró la piel de la espalda muy despacio.	He looked at the skin on my back very slowly.	a2	health,body		neutral			cita-medico
001574	Dijo que era normal y que no era nada.	He said it was normal and that it was nothing.	a2	health		neutral			cita-medico
001575	Me dio unas pastillas y me recomendó dormir más.	He gave me some tablets and recommended sleeping more.	a2	health		neutral			cita-medico
001576	El centro sanitario estaba lleno y esperé un rato largo.	The health centre was full and I waited a good while.	a2	health		neutral			cita-medico
002516	En la sala de espera había mucha gente.	In the waiting room there were a lot of people.	a2	health					cita-medico		
002517	Leí una revista vieja durante media hora.	I read an old magazine for half an hour.	a2	health,objects					cita-medico		
002518	Una señora me contó toda su historia.	A woman told me her whole story.	a2	health,social					cita-medico		
002519	El médico me preguntó por el trabajo y por el sueño.	The doctor asked me about work and about sleep.	a2	health,work					cita-medico		
002520	Me miró los ojos y la boca también.	He looked at my eyes and my mouth too.	a2	health,body					cita-medico		
002521	Escribió todo en el ordenador muy rápido.	He typed everything into the computer very quickly.	a2	health,technology					cita-medico		
002522	En la farmacia me costaron cuatro euros.	At the chemist they cost me four euros.	a2	health,money					cita-medico		
001577	Salí más tranquilo, pero todavía un poco débil.	I came out calmer, but still a little weak.	a2	health,feelings		neutral			cita-medico

# == Batch four: the ones at one and two, sweeping up the threes =================
001578	El mes pasado le conté una mentira a mi hermana.	Last month I told my sister a lie.	a2	social,family		neutral			mentira-pequena
001579	No fue nada grande, pero me sentí mal un rato.	It was nothing big, but I felt bad for a while.	a2	social,feelings		neutral			mentira-pequena
001580	Le dije que no tenía dinero para el viaje.	I told her I had no money for the trip.	a2	social,numbers		neutral			mentira-pequena
001581	La verdad era otra y ella lo descubrió.	The truth was different and she found out.	a2	social		neutral			mentira-pequena
001582	Me perdonó de una manera muy tranquila.	She forgave me in a very calm way.	a2	social,feelings		neutral			mentira-pequena
001583	Me contó que ella hizo algo parecido de niña.	She told me she did something similar as a girl.	a2	social,family		neutral			mentira-pequena
001584	Decidí no olvidar ese día.	I decided not to forget that day.	a2	social,feelings		neutral			mentira-pequena
002523	Ella no me preguntó nada aquella tarde.	She did not ask me anything that afternoon.	a2	family					mentira-pequena		
002524	Yo tampoco dije nada durante dos semanas.	I did not say anything either for two weeks.	a2	family					mentira-pequena		
002525	Un domingo comimos juntos en casa de mis padres.	One Sunday we ate together at my parents' house.	a2	family,food-drink					mentira-pequena		
002526	Le conté la verdad antes del postre.	I told her the truth before dessert.	a2	family,food-drink					mentira-pequena		
002527	Se rió y me dijo que ya lo sabía.	She laughed and told me she already knew.	a2	family,feelings					mentira-pequena		
002528	Desde ese día hablamos de todo.	Since that day we talk about everything.	a2	family,communication					mentira-pequena		
001585	Quizá las mentiras pequeñas son más difíciles.	Maybe small lies are harder.	a2	social,feelings		neutral			mentira-pequena
001586	El domingo vimos un partido con los vecinos.	On Sunday we watched a match with the neighbours.	a2	sport,social		neutral			partido-domingo
001587	Éramos ocho y estábamos todos juntos en el salón.	There were eight of us all together in the living room.	a2	sport,home		neutral			partido-domingo
001588	Un equipo llevaba camisas azules y el otro blancas.	One team wore blue shirts and the other white.	a2	sport,clothes		neutral			partido-domingo
001589	El partido duró dos horas y fue estupendo.	The match lasted two hours and was great.	a2	sport,clock		neutral			partido-domingo
001590	Los vecinos eran muy ruidosos, pero nadie dijo nada.	The neighbours were very noisy, but nobody said anything.	a2	sport,people		neutral			partido-domingo
001591	Comimos demasiado y bebimos suficiente café.	We ate too much and drank enough coffee.	a2	sport,food-drink		neutral			partido-domingo
002529	Preparé comida para todos antes de empezar.	I made food for everyone before it started.	a2	food-drink,social					partido-domingo		
002530	Mi vecino trajo una caja de cerveza fría.	My neighbour brought a case of cold beer.	a2	social,food-drink					partido-domingo		
002531	En el primer tiempo no pasó casi nada.	In the first half almost nothing happened.	a2	sport					partido-domingo		
002532	Después el equipo azul jugó mucho mejor.	Then the blue team played much better.	a2	sport,colours					partido-domingo		
002533	Cuando ganaron, todos hablamos a la vez.	When they won, we all talked at once.	a2	sport,social					partido-domingo		
002534	Mi hija se durmió en el sofá al final.	My daughter fell asleep on the sofa at the end.	a2	family,home					partido-domingo		
001592	Al terminar, todos estábamos cansados y contentos.	When it finished, we were all tired and happy.	a2	sport,feelings		neutral			partido-domingo
001593	Normalmente el camión de la basura llega muy temprano.	Normally the rubbish lorry comes very early.	a2	city,clock		neutral			camion-basura
001594	Pasa por la esquina de la iglesia a las seis.	It goes past the corner by the church at six.	a2	city,clock		neutral			camion-basura
001595	Esta mañana me despertó porque era muy ruidoso.	This morning it woke me because it was very noisy.	a2	city,feelings		neutral			camion-basura
001596	Yo vivo arriba y la ventana estaba abierta.	I live upstairs and the window was open.	a2	city,home		neutral			camion-basura
001597	Salí con dos bolsas de basura recién llenas.	I went out with two bags of rubbish just filled.	a2	city,home		neutral			camion-basura
001598	El empleado me dijo buenos días y siguió.	The man working there said good morning and carried on.	a2	city,people		neutral			camion-basura
001599	Después no pude dormir y preparé el desayuno.	Afterwards I could not sleep and made breakfast.	a2	city,food-drink		neutral			camion-basura
002535	Bebí un café solo y comí pan con mantequilla.	I drank a black coffee and ate bread and butter.	a2	food-drink					camion-basura		
002536	Todavía era de noche y la calle estaba vacía.	It was still dark and the street was empty.	a2	city					camion-basura		
002537	Miré el reloj: solo eran las seis y media.	I looked at the clock: it was only half past six.	a2	clock,objects					camion-basura		
002538	Me lavé la cara y me duché despacio.	I washed my face and showered slowly.	a2	daily-routine,body					camion-basura		
002539	Salí de casa una hora antes de lo normal.	I left home an hour earlier than usual.	a2	daily-routine					camion-basura		
002540	Llegué al trabajo el primero de todos.	I got to work before anyone else.	a2	work					camion-basura		
001600	El refrigerador viejo dejó de funcionar en agosto.	The old fridge stopped working in August.	a2	home		neutral		es-419	compramos-refri
001601	Debíamos comprar otro, pero no teníamos suficiente plata.	We had to buy another one, but we did not have enough money.	a2	home,numbers		neutral		es-419	compramos-refri
001602	Vendimos la mesa del comedor a un vecino.	We sold the dining room table to a neighbour.	a2	home,people		neutral			compramos-refri
001603	Con eso pagamos casi todo el refrigerador nuevo.	With that we paid for almost all of the new fridge.	a2	home,numbers		neutral		es-419	compramos-refri
001604	Lo mandaron a casa el martes por la tarde.	They sent it to the house on Tuesday afternoon.	a2	home,clock		neutral			compramos-refri
001605	Recibimos también dos toallas nuevas.	We also got two new towels.	a2	home		neutral			compramos-refri
001606	El wifi no funcionaba ese día y no pude pagar por el móvil.	The wifi was not working that day and I could not pay by phone.	a2	home,communication		neutral		es-ES	compramos-refri
002541	El primer día perdimos casi toda la comida.	The first day we lost almost all the food.	a2	home,food-drink					compramos-refri		
002542	Mi madre nos dejó su nevera pequeña una semana.	My mother lent us her small fridge for a week.	a2	home,family					compramos-refri		
002543	Miramos tres tiendas antes de decidir.	We looked in three shops before deciding.	a2	shopping					compramos-refri		
002544	El nuevo es blanco y hace muy poco ruido.	The new one is white and makes very little noise.	a2	home,colours					compramos-refri		
002545	Dentro entra mucho más que en el viejo.	A lot more fits inside than in the old one.	a2	home					compramos-refri		
002546	Guardamos la fruta y la leche el mismo día.	We put the fruit and the milk in the same day.	a2	home,food-drink					compramos-refri		
001607	Ahora la cocina parece otra.	Now the kitchen looks different.	a2	home		neutral			compramos-refri
001608	Ayer comimos en el restaurante de la esquina.	Yesterday we ate at the restaurant on the corner.	a2	restaurant,city		neutral			camarera-nueva
001609	La camarera era nueva y estaba un poco nerviosa.	The waitress was new and a little nervous.	a2	restaurant,feelings		neutral			camarera-nueva
001610	Nos ofreció el menú del día y dos servilletas.	She offered us the set menu and two napkins.	a2	restaurant		neutral			camarera-nueva
001611	Sirvió la sopa muy despacio y todo estaba normal.	She served the soup very slowly and everything was fine.	a2	restaurant,food-drink		neutral			camarera-nueva
001612	Mi hermano es vegetariano y ella le preparó otro plato.	My brother is vegetarian and she made him another dish.	a2	restaurant,food-drink		neutral			camarera-nueva
001613	Esperamos un rato largo, pero no dijimos nada.	We waited a good while, but we said nothing.	a2	restaurant,clock		neutral			camarera-nueva
002547	Al principio se olvidó del pan y del agua.	At first she forgot the bread and the water.	a2	restaurant					camarera-nueva		
002548	Volvió enseguida y nos pidió perdón.	She came back straight away and apologised.	a2	restaurant,social					camarera-nueva		
002549	El jefe del restaurante salió a hablar con nosotros.	The manager came out to talk to us.	a2	restaurant,people					camarera-nueva		
002550	La comida estaba muy rica y muy caliente.	The food was delicious and very hot.	a2	restaurant,food-drink					camarera-nueva		
002551	De postre tomamos un helado de fresa.	For dessert we had a strawberry ice cream.	a2	restaurant,food-drink					camarera-nueva		
002552	Nos gustó mucho y volvimos el jueves.	We liked it a lot and went back on Thursday.	a2	restaurant					camarera-nueva		
001614	Le dejamos una buena propina al salir.	We left her a good tip on the way out.	a2	restaurant,numbers		neutral			camarera-nueva
001615	El sábado pasado me caí en el bosque.	Last Saturday I fell over in the woods.	a2	nature,health		neutral			cai-bosque
001616	Iba en bicicleta por un camino muy malo.	I was going by bike along a very bad path.	a2	nature,travel		neutral			cai-bosque
001617	Me dolía la mano y salió un poco de sangre.	My hand hurt and there was a little blood.	a2	health,body		neutral			cai-bosque
001618	También me dolía un músculo de la pierna.	A muscle in my leg hurt too.	a2	health,body		neutral			cai-bosque
001619	Un hombre con dos caballos me ayudó mucho.	A man with two horses helped me a lot.	a2	nature,people		neutral			cai-bosque
001620	La piel de la mano estaba roja, nada más.	The skin on my hand was red, nothing more.	a2	health,body		neutral			cai-bosque
001621	Pedí una cita para el lunes por la mañana.	I made an appointment for Monday morning.	a2	health		neutral			cai-bosque
002553	La bicicleta se quedó en el suelo un rato.	The bicycle lay on the ground for a while.	a2	travel					cai-bosque		
002554	Me lavé la mano con el agua de una botella.	I washed my hand with water from a bottle.	a2	health,body					cai-bosque		
002555	El hombre me dio una toalla limpia.	The man gave me a clean towel.	a2	health,objects					cai-bosque		
002556	Volví a casa muy despacio y con cuidado.	I went home very slowly and carefully.	a2	travel					cai-bosque		
002557	Esa noche me dolía también el brazo.	That night my arm hurt too.	a2	health,body					cai-bosque		
002558	No pude dormir bien hasta muy tarde.	I could not sleep well until very late.	a2	health					cai-bosque		
001622	Por la noche había nubes y no se veían las estrellas.	At night there were clouds and you could not see the stars.	a2	nature,time		neutral			cai-bosque
001623	El verano pasado descubrí un cuaderno de mi abuelo.	Last summer I found a notebook of my grandfather's.	a2	family		neutral			cuaderno-abuelo
001624	Nació en un pueblo pequeño y pobre.	He was born in a small, poor village.	a2	family		neutral			cuaderno-abuelo
001625	Su letra era grande y muy clara.	His handwriting was big and very clear.	a2	family		neutral			cuaderno-abuelo
001626	En la primera frase contaba un cuento de su madre.	In the first sentence he told a story of his mother's.	a2	family		neutral			cuaderno-abuelo
001627	Comenzó a escribir a los diez años.	He started writing at the age of ten.	a2	family,time		neutral			cuaderno-abuelo
001628	Mi madre me mostró otros dos cuadernos.	My mother showed me two more notebooks.	a2	family		neutral			cuaderno-abuelo
001629	Comprendí mejor de dónde venía mi familia.	I understood better where my family came from.	a2	family,feelings		neutral			cuaderno-abuelo
002559	Escribía casi todos los domingos por la tarde.	He used to write almost every Sunday afternoon.	a2	family					cuaderno-abuelo		
002560	Contaba el trabajo del campo y el tiempo.	He wrote about the work in the fields and the weather.	a2	family,nature					cuaderno-abuelo		
002561	En una página hablaba de su primer reloj.	On one page he talked about his first watch.	a2	family,objects					cuaderno-abuelo		
002562	En otra contaba cómo conoció a mi abuela.	On another he told how he met my grandmother.	a2	family,people					cuaderno-abuelo		
002563	Nunca escribió nada sobre el dinero.	He never wrote anything about money.	a2	family,money					cuaderno-abuelo		
002564	Guardé el cuaderno en una caja de madera.	I put the notebook away in a wooden box.	a2	family,objects					cuaderno-abuelo		
001630	Fue lo más humano que leí ese año.	It was the most human thing I read that year.	a2	family,feelings		neutral			cuaderno-abuelo
001631	En abril pasamos la frontera en camión.	In April we crossed the border by coach.	a2	travel		neutral			cruzar-frontera
001632	Mi hermana conducía y yo dormía a su lado.	My sister was driving and I was sleeping beside her.	a2	travel,family		neutral			cruzar-frontera
001633	Reservamos un hotel pequeño para dos noches.	We booked a small hotel for two nights.	a2	travel		neutral			cruzar-frontera
001634	Al llegar dimos una vuelta alrededor de la plaza.	When we arrived we walked around the square.	a2	travel,city		neutral			cruzar-frontera
001635	Yo no comprendía nada y ella tampoco.	I did not understand anything and neither did she.	a2	travel,language		neutral			cruzar-frontera
001636	Intentamos hablar con una mujer de la iglesia.	We tried to talk to a woman from the church.	a2	travel,people		neutral			cruzar-frontera
001637	Nos explicó todo perfectamente y muy despacio.	She explained everything to us perfectly and very slowly.	a2	travel,language		neutral			cruzar-frontera
002565	En la frontera esperamos casi dos horas.	At the border we waited almost two hours.	a2	travel					cruzar-frontera		
002566	Un hombre miró los pasaportes uno por uno.	A man looked at the passports one by one.	a2	travel					cruzar-frontera		
002567	El primer día comimos en una plaza pequeña.	The first day we ate in a small square.	a2	travel,city					cruzar-frontera		
002568	La comida era nueva para nosotros y muy buena.	The food was new to us and very good.	a2	food-drink					cruzar-frontera		
002569	Compramos una camiseta para nuestro hermano.	We bought a T-shirt for our brother.	a2	shopping,clothes					cruzar-frontera		
002570	La segunda noche cantamos con la gente del bar.	The second night we sang with the people in the bar.	a2	social,music					cruzar-frontera		
001638	El viaje duró tres días y nunca olvidé ese pueblo.	The trip lasted three days and I never forgot that village.	a2	travel,feelings		neutral			cruzar-frontera

# == Batch five: closing on the A2 target ======================================
001639	Ayer escuché las noticias en la cocina.	Yesterday I listened to the news in the kitchen.	a2	communication,food-drink		neutral			noticias-manana
001640	La primera noticia duró menos de un minuto.	The first news item lasted less than a minute.	a2	communication,clock		neutral			noticias-manana
001641	Después hablaron veinte segundos de la lluvia.	Then they talked about the rain for twenty seconds.	a2	communication,weather		neutral			noticias-manana
001642	Una mujer contó la noticia de una manera muy tranquila.	A woman told the story in a very calm way.	a2	communication		neutral			noticias-manana
001643	Dijo que la primera noticia era una mentira.	She said the first news item was a lie.	a2	communication		neutral			noticias-manana
001644	Recibí un mensaje de mi hermana sobre lo mismo.	I got a message from my sister about the same thing.	a2	communication,family		neutral			noticias-manana
001645	Le mandé la noticia y esperé su respuesta.	I sent her the news and waited for her reply.	a2	communication,family		neutral			noticias-manana
002571	La radio estaba al lado de la nevera.	The radio was next to the fridge.	a2	home,objects					noticias-manana		
002572	Mientras escuchaba, preparaba el desayuno.	While I listened, I made breakfast.	a2	daily-routine,food-drink					noticias-manana		
002573	Después de las noticias pusieron una canción.	After the news they played a song.	a2	music					noticias-manana		
002574	Era una canción muy vieja de mi madre.	It was a very old song of my mother's.	a2	music,family					noticias-manana		
002575	La escuché toda antes de salir de casa.	I listened to all of it before leaving the house.	a2	music,daily-routine					noticias-manana		
002576	Ese día llegué tarde, pero contento.	That day I arrived late, but happy.	a2	daily-routine,feelings					noticias-manana		
001646	Debíamos hablar de eso, pero no había tiempo.	We should have talked about it, but there was no time.	a2	communication,clock		neutral			noticias-manana
001647	El domingo mi madre me mostró una foto vieja.	On Sunday my mother showed me an old photo.	a2	family		neutral			familia-antigua
001648	Mi tío era muy gordo y mi tía muy delgada.	My uncle was very fat and my aunt very thin.	a2	family,people		neutral			familia-antigua
001649	Los dos llevaban un sombrero bastante feo.	They were both wearing a rather ugly hat.	a2	family,clothes		neutral			familia-antigua
001650	Mi primo era parecido a mí de pequeño.	My cousin looked similar to me as a child.	a2	family,people		neutral			familia-antigua
001651	La familia era pobre y vivía en un pueblo.	The family was poor and lived in a village.	a2	family		neutral			familia-antigua
001652	Mi madre contó un cuento de su abuela.	My mother told a story about her grandmother.	a2	family		neutral			familia-antigua
002577	En la foto todos miraban al mismo sitio.	In the photo they were all looking the same way.	a2	family					familia-antigua		
002578	Nadie estaba contento en la foto.	Nobody looked happy in the photo.	a2	family,feelings					familia-antigua		
002579	Mi abuela llevaba un vestido negro y largo.	My grandmother wore a long black dress.	a2	family,clothes					familia-antigua		
002580	Detrás se veía la puerta de una casa vieja.	Behind them you could see the door of an old house.	a2	home					familia-antigua		
002581	Mi madre me dijo el nombre de cada uno.	My mother told me the name of each one.	a2	family,people					familia-antigua		
002582	Guardamos la foto encima del armario.	We put the photo away on top of the wardrobe.	a2	home,objects					familia-antigua		
001653	Fue el momento más humano de todo el día.	It was the most human moment of the whole day.	a2	family,feelings		neutral			familia-antigua
001654	El lunes fui al centro sanitario a las ocho.	On Monday I went to the health centre at eight.	a2	health,clock		neutral			centro-sanitario
001655	Había mucha gente y esperé más de una hora.	There were a lot of people and I waited more than an hour.	a2	health,clock		neutral			centro-sanitario
001656	Todo el centro sanitario era muy amable con la gente.	The whole health centre was very kind to people.	a2	health,people		neutral			centro-sanitario
001657	Me sacaron sangre del brazo muy despacio.	They took blood from my arm very slowly.	a2	health,body		neutral			centro-sanitario
001658	La piel del brazo estaba roja después.	The skin on my arm was red afterwards.	a2	health,body		neutral			centro-sanitario
001659	Me lavé las manos con jabón antes de salir.	I washed my hands with soap before leaving.	a2	health,home		neutral			centro-sanitario
001660	Pedí otra cita para el mes de mayo.	I asked for another appointment for May.	a2	health,time		neutral			centro-sanitario
002583	Antes de entrar me tomaron la temperatura.	Before I went in they took my temperature.	a2	health					centro-sanitario		
002584	La médica me preguntó la edad y el apellido.	The doctor asked my age and my surname.	a2	health,people					centro-sanitario		
002585	Me miró los ojos y la boca un momento.	She looked at my eyes and my mouth for a moment.	a2	health,body					centro-sanitario		
002586	No me dolía nada, solo tenía sed.	Nothing hurt, I was just thirsty.	a2	health,body					centro-sanitario		
002587	Bebí un vaso de agua antes de salir.	I drank a glass of water before leaving.	a2	health,food-drink					centro-sanitario		
002588	Todo terminó en menos de diez minutos.	It was all over in less than ten minutes.	a2	health,clock					centro-sanitario		
001661	Salí con las manos limpias y un poco de prisa.	I came out with clean hands and in a bit of a hurry.	a2	health		neutral			centro-sanitario
001662	El martes nevó desde muy temprano.	On Tuesday it snowed from very early on.	a2	weather,clock		neutral			dia-nevo
001663	Nunca nieva así en esta ciudad.	It never snows like this in this city.	a2	weather,city		neutral			dia-nevo
001664	El wifi dejó de funcionar y no pude trabajar.	The wifi stopped working and I could not work.	a2	weather,communication		neutral			dia-nevo
001665	Todo dependía de una línea vieja de la calle.	Everything depended on one old line in the street.	a2	weather,city		neutral			dia-nevo
001666	Pasamos la tarde juntos alrededor de la mesa.	We spent the afternoon together around the table.	a2	weather,home		neutral			dia-nevo
001667	La nevera estaba llena, así que comimos bien.	The fridge was full, so we ate well.	a2	weather,food-drink		neutral		es-ES,es-CO,es-VE,es-CU,es-DO,es-PR	dia-nevo
001668	Por la noche se veía la luna entre las nubes.	At night you could see the moon between the clouds.	a2	weather,nature		neutral			dia-nevo
002589	Los niños salieron a jugar con la nieve.	The children went out to play in the snow.	a2	family,nature					dia-nevo		
002590	Volvieron con las manos rojas de frío.	They came back with their hands red from the cold.	a2	body,weather					dia-nevo		
002591	Preparé chocolate caliente para todos.	I made hot chocolate for everyone.	a2	food-drink,family					dia-nevo		
002592	Jugamos a un juego de mesa toda la tarde.	We played a board game all afternoon.	a2	entertainment,family					dia-nevo		
002593	Mi hija ganó dos veces y estaba muy contenta.	My daughter won twice and was very happy.	a2	family,feelings					dia-nevo		
002594	Nadie miró el móvil en toda la tarde.	Nobody looked at a phone all afternoon.	a2	technology,family					dia-nevo		
001669	El wifi volvió a las once de la noche.	The wifi came back at eleven at night.	a2	weather,communication		neutral			dia-nevo
001670	En marzo comenzamos un proyecto en la clase de español.	In March we started a project in the Spanish class.	a2	school,time		neutral			proyecto-clase
001671	Éramos cuatro alumnos y teníamos dos semanas.	There were four of us students and we had two weeks.	a2	school,time		neutral			proyecto-clase
001672	Cada uno debía escribir un ejercicio.	Each of us had to write an exercise.	a2	school		neutral			proyecto-clase
